date,pnl,pnl_long,pnl_short,gross_exposure,cost,turnover,equity
2024-02-01,0.0281864965904617,-0.0015626019756504537,0.030749098566112153,1.0,0.001,1.0,1.0281864965904617
2024-02-02,0.02735830068754997,0.001605013977917724,0.02575328670963225,1.0,0.0,0.0,1.056315931927062
2024-02-03,-0.023561684288324426,-0.0008278158795667289,-0.0227338684087577,1.0,0.0,0.0,1.0314273494302695
2024-02-04,-0.02681386051925743,-0.0002372563503264684,-0.026576604168930956,1.0,0.0,0.0,1.0037708003468988
2024-02-05,-0.013598842581821782,2.5582970945477617e-05,-0.013624425552767262,1.0,0.0,0.0,0.9901206792447521
2024-02-06,-0.017157745505149882,-0.0004931889823878526,-0.016664556522762032,1.0,0.0,0.0,0.9731324406108844
2024-02-07,-0.0004151282863378552,-0.00020054650320694789,-0.0002145817831309075,1.0,0.0,0.0,0.9727284658084339
2024-02-08,-0.006355209011045904,0.0003293748645428418,-0.0066845838755887465,1.0,0.0,0.0,0.9665465730972272
2024-02-09,-0.006968081093772215,-8.12829990394189e-05,-0.006886798094732796,1.0,0.0,0.0,0.9598115981949781
2024-02-10,-0.03066775449188446,-0.00014177028944211133,-0.030525984202442347,1.0,0.0,0.0,0.9303763317430713
2024-02-11,-0.0031835365629385897,0.00036234896161176186,-0.0035458855245503506,1.0,0.0,0.0,0.9274144446736746
2024-02-12,-0.001347383075462497,3.3200921136096924e-05,-0.0013805839965985956,1.0,0.0,0.0,0.9261648621469819
2024-02-13,-0.026489864989711825,-2.004074126198039e-05,-0.026469824248449843,1.0,0.0,0.0,0.9016308799904933
2024-02-14,-0.0076710998940430946,-0.0009290060221877282,-0.006742093871855367,1.0,0.0,0.0,0.8947143794425322
2024-02-15,-0.044456014690892734,-0.0004620668845364236,-0.04399394780635631,1.0,0.0,0.0,0.854938943845882
2024-02-16,0.0010698088042171722,0.0005075846249273375,0.0005622241792898348,1.0,0.0,0.0,0.8558535650550764
2024-02-17,0.01672915669927361,8.480311026508956e-05,0.01664435358900852,1.0,0.0,0.0,0.8701712734565147
2024-02-18,0.0036174919745614103,5.132376823131503e-05,0.0035661682063300943,1.0,0.0,0.0,0.8733191110547376
2024-02-19,-0.012666457857573199,6.441192373735456e-05,-0.012730869781310553,1.0,0.0,0.0,0.8622572513383494
2024-02-20,-0.005921050307333864,-0.0004516603190333979,-0.005469389988300466,1.0,0.0,0.0,0.8571517827753116
2024-02-21,0.01399720257398892,0.000924956000141075,0.013072246573847843,1.0,0.0,0.0,0.8691495099154734
2024-02-22,0.004564398281501502,0.0007260642898718712,0.0038383339916296323,1.0,0.0,0.0,0.8731166544448995
2024-02-23,-0.012381098536185124,-0.0008182199571029503,-0.011562878579082177,1.0,0.0,0.0,0.8623065111126329
2024-02-24,0.020384900001419386,-0.00018269112186859818,0.020567591123287984,1.0,0.0,0.0,0.8798845431122367
2024-02-25,-0.021064616661286412,6.7386884247563e-05,-0.021132003545533976,1.0,0.0,0.0,0.8613501125053863
2024-02-26,-0.0030913358900742766,3.2188742123103365e-05,-0.00312352463219738,1.0,0.0,0.0,0.8586873899886789
2024-02-27,-0.02355823386767339,0.0006841263346117083,-0.024242360202285096,1.0,0.0,0.0,0.8384582316361034
2024-02-28,-0.0221979885936982,0.0002658689075169011,-0.0224638575012151,1.0,0.0,0.0,0.819846145373953
2024-02-29,-0.02475173915074161,8.73733224541199e-06,-0.02476047648298702,1.0,0.0,0.0,0.7995535274399159
2024-03-01,-0.0017097282658379933,-0.001369803858014525,-3.99244078234667e-05,1.0,0.00030000000000000003,0.30000000000000004,0.7981865081740014
2024-03-02,-0.055421316474639506,0.0003067830572399751,-0.055728099531879474,1.0,0.0,0.0,0.7539499610987026
2024-03-03,-0.004533042679320503,0.00045761256243423236,-0.004990655241754734,1.0,0.0,0.0,0.7505322737469702
2024-03-04,-0.016397478744705807,-2.6279674242946126e-05,-0.016371199070462857,1.0,0.0,0.0,0.7382254367409885
2024-03-05,0.011319852205112498,0.00047548252320814093,0.010844369681904357,1.0,0.0,0.0,0.7465820395789512
2024-03-06,-0.007368558219365173,-0.0004604212559348841,-0.006908136963430286,1.0,0.0,0.0,0.7410808063547812
2024-03-07,-0.0394006525213238,0.0013806830625415472,-0.04078133558386535,1.0,0.0,0.0,0.7118817390133741
2024-03-08,-0.024859830932344066,-0.0013780969451398506,-0.023481733987204215,1.0,0.0,0.0,0.6941844793376786
2024-03-09,-0.06051901898054372,0.0013162856908549903,-0.061835304671398715,1.0,0.0,0.0,0.6521731156566428
2024-03-10,-0.030645020166480474,9.704860549371403e-05,-0.030742068771974187,1.0,0.0,0.0,0.6321872573753086
2024-03-11,-0.011603271345120344,0.00019751054368123786,-0.01180078188880158,1.0,0.0,0.0,0.6248518170870555
2024-03-12,-0.0002881949015222986,-0.0016872765108934982,0.0013990816093712,1.0,0.0,0.0,0.6246717379791641
